204.321,20.72,-20.72,0.000242034,5.38E-05,-5.38E-05
245.761,20.72,-20.72,0.000165491,4.68E-05,-4.68E-05
310.3880656,20.72,-20.72,0.000107712,3.45E-05,-3.45E-05
1502.913,22.014,-22.14,2.70E-05,1.28E-06,-1.28E-06
1542.691,14.926,-17.764,2.68E-05,1.56E-06,-1.56E-06
1573.619,17.597,-16.003,1.49E-05,8.66E-07,-8.66E-07
1613.394,25.153,-22.177,1.99E-05,9.42E-07,-9.42E-07
1662.583,22.349,-24.037,1.87E-05,8.85E-07,-8.85E-07
1701.498,16.038,-16.566,1.89E-05,1.10E-06,-1.10E-06
1738.527,22.238,-20.991,1.52E-05,7.21E-07,-7.21E-07
1784.002,24.235,-23.237,1.89E-05,8.95E-07,-8.95E-07
1824.598,17.016,-16.361,4.39E-06,2.56E-07,-2.56E-07
1858.638,17.092,-17.025,1.40E-05,8.15E-07,-8.15E-07
1892.119,16.614,-16.389,2.60E-05,1.51E-06,-1.51E-06
1929.266,18.581,-20.533,2.00E-05,1.06E-06,-1.06E-06
1969.457,21.613,-21.611,2.45E-05,1.17E-06,-1.17E-06
2013.276,21.706,-22.206,2.72E-05,1.29E-06,-1.29E-06
2054.967,20.264,-19.985,2.60E-05,1.24E-06,-1.24E-06
2095.444,20.893,-20.212,1.88E-05,8.92E-07,-8.92E-07
2137.752,21.05,-21.416,2.13E-05,1.01E-06,-1.01E-06
2178.893,18.9,-20.091,2.74E-05,1.30E-06,-1.30E-06
2217.744,20.81,-19.951,2.15E-05,1.02E-06,-1.02E-06
2258.638,19.676,-20.084,2.39E-05,1.13E-06,-1.13E-06
2294.853,15.382,-16.539,2.54E-05,1.21E-06,-1.21E-06
2325.385,15.285,-15.15,3.20E-05,1.52E-06,-1.52E-06
2354.338,14.218,-13.667,4.49E-05,2.14E-06,-2.14E-06
2381.632,13.223,-13.076,3.65E-05,1.73E-06,-1.73E-06
2407.56,12.484,-12.705,6.25E-05,2.96E-06,-2.96E-06
2432.305,12.406,-12.261,5.77E-05,2.73E-06,-2.73E-06
2457.633,14.162,-12.921,2.94E-05,1.39E-06,-1.39E-06
2485.304,11.849,-13.509,6.83E-05,3.26E-06,-3.26E-06
2508.156,10.346,-11.003,8.01E-05,3.80E-06,-3.80E-06
2529.477,9.942,-10.975,9.00E-05,4.26E-06,-4.26E-06
2548.817,9.377,-9.398,6.76E-05,3.22E-06,-3.22E-06
2567.536,8.059,-9.342,0.000101433,4.80E-06,-4.80E-06
2585.006,9.759,-9.411,0.000103254,4.90E-06,-4.90E-06
2603.154,7.703,-8.389,8.04E-05,3.80E-06,-3.80E-06
2618.726,7.457,-7.868,8.56E-05,4.05E-06,-4.05E-06
2632.941,6.63,-6.758,0.000154791,7.32E-06,-7.32E-06
2645.244,5.017,-5.673,0.000168204,7.96E-06,-7.96E-06
2654.966,4.663,-4.705,0.000188501,8.92E-06,-8.92E-06
2664.449,4.933,-4.82,0.000285939,1.36E-05,-1.36E-05
2674.138,4.789,-4.756,0.000293744,1.39E-05,-1.39E-05
2683.63,5.048,-4.703,0.00015086,7.14E-06,-7.14E-06
2723.499,3347.664,-34.821,0.000166095,5.59E-06,-5.59E-06
40871.605,101.927,-4969.162,1.21E-05,1.49E-06,-1.49E-06
41004.884,29.327,-31.352,2.08E-05,3.02E-06,-3.02E-06
41073.185,39.374,-38.974,2.43E-05,2.80E-06,-2.80E-06
48183.38,11.514,-10.937,4.96E-05,2.35E-06,-2.35E-06
48206.031,10.285,-11.137,3.66E-05,1.73E-06,-1.73E-06
48227.725,11.479,-11.409,7.04E-05,3.34E-06,-3.34E-06
48249.876,10.381,-10.671,5.68E-05,2.70E-06,-2.70E-06
48269.531,9.037,-9.274,8.03E-05,3.80E-06,-3.80E-06
48286.077,7.165,-7.51,8.14E-05,3.85E-06,-3.85E-06
48301.027,7.764,-7.785,0.000100478,4.76E-06,-4.76E-06
48316.796,7.298,-8.005,0.000100837,4.77E-06,-4.77E-06
48331.827,8.064,-7.733,0.000128335,6.10E-06,-6.10E-06
48346.595,7.518,-6.704,0.000173151,8.20E-06,-8.20E-06
48362.171,8.798,-8.059,7.72E-05,3.66E-06,-3.66E-06
48380.974,11.416,-10.004,5.45E-05,2.59E-06,-2.59E-06
48408.904,17.939,-16.514,2.50E-05,1.19E-06,-1.19E-06
48445.789,19.229,-18.946,2.11E-05,9.99E-07,-9.99E-07
48485.045,17.027,-20.027,2.62E-05,1.24E-06,-1.24E-06
48513.212,10.433,-11.141,4.08E-05,1.93E-06,-1.93E-06
48536.654,12.451,-13.009,8.64E-05,3.59E-06,-3.59E-06
106142.33,11.396,-13.652,7.74E-05,5.85E-06,-5.85E-06
106165.613,10.892,-11.886,7.30E-05,3.78E-06,-3.78E-06
106186.408,10.133,-9.903,7.88E-05,3.96E-06,-3.96E-06
106207.762,10.129,-11.22,7.36E-05,3.86E-06,-3.86E-06
106229.632,11.877,-11.741,7.96E-05,4.49E-06,-4.49E-06
106253.025,11.429,-11.516,6.44E-05,3.78E-06,-3.78E-06
106276.519,11.649,-12.065,0.000109574,6.60E-06,-6.60E-06
106299.066,10.7,-10.898,9.52E-05,5.79E-06,-5.79E-06
106320.909,9.677,-11.143,0.000111499,6.68E-06,-6.68E-06
106340.154,8.986,-9.568,9.16E-05,5.43E-06,-5.43E-06
106358.746,10.237,-9.606,0.000149899,8.66E-06,-8.66E-06
106378.421,8.853,-9.438,0.000103565,6.23E-06,-6.23E-06
106397.818,10.905,-10.544,9.36E-05,5.68E-06,-5.68E-06
106418.827,9.934,-10.105,7.11E-05,4.19E-06,-4.19E-06
106458.229,30.151,-29.468,0.000110438,5.62E-06,-5.62E-06
106497.012,8.406,-8.631,0.000111825,5.30E-06,-5.30E-06
106513.747,8.451,-8.33,0.000137163,6.50E-06,-6.50E-06
106530.75,7.953,-8.552,0.000112997,5.35E-06,-5.35E-06
106546.926,8.12,-8.223,0.000114171,5.40E-06,-5.40E-06
106563.513,9.164,-8.467,0.000121362,5.77E-06,-5.77E-06
106580.791,7.605,-8.114,0.000117115,5.54E-06,-5.54E-06
106596.887,8.351,-8.492,9.58E-05,4.54E-06,-4.54E-06
106613.824,8.034,-8.585,8.91E-05,4.22E-06,-4.22E-06
106629.611,7.685,-7.754,0.00016261,7.74E-06,-7.74E-06
106645.005,7.448,-7.709,9.84E-05,4.66E-06,-4.66E-06
106659.547,6.663,-7.095,0.000147841,7.00E-06,-7.00E-06
106674.315,8.016,-8.105,0.000123935,5.88E-06,-5.88E-06
106689.966,8.009,-7.635,0.000158449,7.50E-06,-7.50E-06
106709.835,11.718,-11.86,0.00013064,5.08E-06,-5.08E-06
110075.779,7.517,-7.503,8.82E-05,4.17E-06,-4.17E-06
110090.683,6.529,-7.387,7.94E-05,3.76E-06,-3.76E-06
110103.781,6.269,-6.569,0.00012715,6.02E-06,-6.02E-06
110116.335,5.746,-6.285,0.000110669,5.23E-06,-5.23E-06
110127.943,5.703,-5.863,0.000149146,7.07E-06,-7.07E-06
110140.199,6.67,-6.552,0.000120169,5.68E-06,-5.68E-06
110153.476,6.623,-6.607,0.000104067,4.93E-06,-4.93E-06
110166.671,7.21,-6.573,0.000102826,4.87E-06,-4.87E-06
110181.24,7.425,-7.358,7.33E-05,3.48E-06,-3.48E-06
110195.698,7.779,-7.034,6.95E-05,3.29E-06,-3.29E-06
110210.263,6.613,-6.785,0.000113077,5.36E-06,-5.36E-06
110223.564,6.567,-6.688,7.87E-05,3.72E-06,-3.72E-06
110237.141,6.548,-7.011,8.79E-05,4.17E-06,-4.17E-06
110250.996,6.533,-7.306,3.77E-05,1.78E-06,-1.78E-06
110264.219,7.007,-6.69,8.47E-05,4.01E-06,-4.01E-06
110278.074,7.123,-6.847,8.14E-05,3.86E-06,-3.86E-06
110292.555,7.118,-7.359,0.000123133,5.84E-06,-5.84E-06
110306.631,7.144,-6.958,0.000107619,5.13E-06,-5.13E-06
110320.694,7.084,-6.919,0.000125335,5.95E-06,-5.95E-06
110335.392,7.599,-7.614,8.92E-05,4.23E-06,-4.23E-06
110350.783,7.191,-7.791,7.82E-05,3.71E-06,-3.71E-06
110364.929,7.286,-6.956,0.000106875,5.07E-06,-5.07E-06
110380.035,7.792,-7.82,8.52E-05,4.02E-06,-4.02E-06
110394.616,6.891,-6.789,0.000113393,5.35E-06,-5.35E-06
110408.472,6.967,-6.965,9.25E-05,4.39E-06,-4.39E-06
110421.773,6.492,-6.334,7.92E-05,3.75E-06,-3.75E-06
110434.883,6.834,-6.618,8.23E-05,3.90E-06,-3.90E-06
110447.83,6.549,-6.113,9.09E-05,4.31E-06,-4.31E-06
